ID,Gender,Married,Age,Graduated,Profession,Work_Experience,Family_Size,Spending_Score
460013,Female,No,68,No,,2,3,Low
461776,Male,Yes,72,No,Engineer,0,4,High
467251,Female,No,21,No,Engineer,1,6,Low
464937,Male,Yes,50,Yes,Artist,0,2,Low
464072,Male,Yes,49,Yes,Executive,1,2,Low
460836,Female,Yes,33,No,Artist,6,2,Average
467323,Female,Yes,52,Yes,Artist,7,4,Average
464245,Female,Yes,89,Yes,Lawyer,2,1,Low
459030,Male,Yes,46,No,Executive,6,6,High
459059,Male,Yes,87,No,Executive,,2,High
460926,Male,Yes,50,Yes,Artist,1,4,Average
463803,Female,No,30,Yes,Entertainment,0,2,Low
466540,Male,No,22,No,Healthcare,2,2,Low
459083,Male,Yes,58,Yes,Artist,8,3,Average
467699,Female,Yes,32,Yes,Doctor,0,2,Average
465773,Male,No,29,No,Entertainment,8,4,Low
464984,Male,No,32,Yes,Artist,1,1,Low
466215,Male,Yes,53,Yes,Artist,3,4,Average
460508,Male,Yes,27,Yes,Healthcare,2,3,High
460229,Female,Yes,68,Yes,Lawyer,2,2,High
459735,Female,No,43,No,Artist,,1,Low
459289,Male,No,39,Yes,Doctor,1,1,Low
461853,Male,No,20,No,Healthcare,6,3,Low
465345,Female,No,40,Yes,Artist,0,,Low
464513,Male,Yes,38,Yes,Executive,6,3,High
465806,Female,No,26,Yes,Marketing,0,2,Low
463534,Female,No,31,Yes,Engineer,1,4,Low
467053,Male,No,22,No,Healthcare,6,4,Low
459730,Male,Yes,35,No,,1,2,Low
464269,Male,No,37,Yes,Entertainment,0,,Low
466839,Female,No,26,No,Homemaker,8,2,Low
466510,Male,No,51,Yes,Artist,6,1,Low
464299,Female,No,35,Yes,Artist,12,3,Low
463773,Male,Yes,36,Yes,Artist,9,2,Average
462133,Female,Yes,46,Yes,Doctor,9,3,High
466895,Male,Yes,46,Yes,Marketing,,1,Low
460848,Male,Yes,53,No,Entertainment,10,3,Average
459324,Female,No,18,No,Healthcare,1,3,Low
467214,Male,No,26,No,Engineer,0,4,Low
462009,Female,Yes,32,Yes,Healthcare,8,2,High
464929,Male,Yes,69,No,Doctor,0,3,Average
463149,Male,Yes,60,Yes,Artist,3,2,Average
463447,Male,Yes,60,No,Engineer,0,2,Average
464833,Male,Yes,51,No,Executive,,9,Low
462088,Male,Yes,26,Yes,Artist,0,2,Average
459992,Male,No,48,Yes,Artist,1,1,Low
462270,Male,Yes,51,Yes,Doctor,1,4,Average
466711,Male,Yes,72,No,Executive,1,4,High
459614,Female,No,43,Yes,Artist,1,2,Low
459850,Male,No,35,Yes,Artist,0,1,Low
460665,Male,No,29,No,Entertainment,5,1,Low
462841,Male,No,19,No,Healthcare,8,6,Low
461761,Female,No,27,Yes,Healthcare,0,8,Low
461573,Female,No,40,Yes,Engineer,1,5,Low
463199,Female,Yes,52,Yes,Artist,1,3,Low
465317,Male,No,23,No,Healthcare,0,4,Low
461832,Male,No,31,Yes,Healthcare,,3,Low
464596,Female,Yes,35,Yes,Executive,0,2,Low
466059,Male,Yes,25,No,Entertainment,1,2,Average
463104,Female,Yes,47,No,Lawyer,0,1,Low
459990,Male,Yes,37,Yes,Healthcare,1,2,Average
463330,Male,No,20,No,Healthcare,1,4,Low
459893,Female,Yes,68,No,Lawyer,,2,Average
467212,Female,No,28,Yes,Doctor,1,3,Low
460913,Male,,22,No,Healthcare,1,5,Low
462266,Male,No,25,Yes,Doctor,8,5,Low
461020,Female,,20,No,,,,High
462838,Female,Yes,32,Yes,Homemaker,0,3,Low
460159,Female,No,18,No,Entertainment,1,7,Low
460974,Male,Yes,79,No,Lawyer,1,1,Low
460312,Female,No,36,Yes,Entertainment,7,5,Low
459919,Female,No,49,Yes,Artist,0,1,Low
467381,Male,Yes,49,Yes,Entertainment,0,4,Low
461707,Female,Yes,45,Yes,Artist,1,4,Average
462461,Male,No,28,Yes,Doctor,1,3,Low
465378,Female,Yes,57,Yes,Artist,4,,Average
459533,Female,No,41,Yes,Artist,1,1,Low
461091,Female,Yes,37,Yes,Artist,3,3,Average
466467,Female,Yes,36,Yes,Artist,1,3,Average
462476,Male,Yes,45,Yes,Artist,4,2,Average
459197,Female,Yes,39,Yes,,0,2,Average
464357,Male,No,40,Yes,Artist,7,1,Low
459915,Female,No,29,Yes,Healthcare,1,3,Low
459547,Male,Yes,89,No,Lawyer,,2,Low
463319,Female,Yes,73,No,Lawyer,1,3,High
466323,Male,No,28,No,Doctor,4,1,Low
459363,Male,No,53,Yes,Artist,2,1,Low
464700,Male,No,25,No,Doctor,2,,Low
461794,Female,No,19,No,Healthcare,5,5,Low
462563,Female,Yes,52,Yes,Artist,0,2,Average
465922,Female,No,31,Yes,Healthcare,9,3,Low
464341,Male,No,35,Yes,Artist,2,2,Low
467529,Male,Yes,47,Yes,Artist,,2,Average
464294,Male,Yes,68,No,Executive,1,2,High
461923,Female,Yes,42,Yes,Artist,2,2,Average
466843,Female,No,38,No,Homemaker,13,,Low
462880,Male,Yes,25,No,Executive,1,3,High
464402,Male,No,37,Yes,Entertainment,7,1,Low
462596,Female,No,31,No,Healthcare,0,,Low
466841,Male,No,21,No,Healthcare,1,6,Low
464536,Male,Yes,28,Yes,Artist,0,3,Average
462765,Female,Yes,50,Yes,Artist,1,8,High
461364,Female,No,46,No,Doctor,0,2,Low
465836,Male,No,19,No,Executive,13,3,Low
465208,Male,Yes,37,Yes,Artist,1,2,Average
460416,Male,No,28,Yes,Healthcare,14,1,Low
459787,Male,Yes,71,No,Lawyer,0,1,Low
464276,Female,Yes,66,No,Marketing,0,2,High
460560,Female,Yes,57,Yes,Homemaker,9,2,Average
467449,Female,Yes,86,Yes,Lawyer,1,2,Low
467625,Female,Yes,40,Yes,Artist,0,2,Average
460559,Female,No,49,Yes,Healthcare,8,1,Low
463847,Male,Yes,41,No,Artist,2,3,Average
464669,Female,Yes,42,No,Engineer,0,4,Low
465472,Female,Yes,87,No,Entertainment,,3,High
461393,Female,Yes,80,Yes,Artist,6,2,Average
463141,Male,Yes,60,Yes,Artist,,1,Low
464149,Male,Yes,38,Yes,Artist,1,4,Average
461777,Female,Yes,74,Yes,Lawyer,1,2,High
464505,Female,No,30,No,Doctor,9,5,Low
463345,Female,No,20,No,Healthcare,4,4,Low
459609,Female,No,43,Yes,Artist,1,1,Low
465412,Male,No,32,Yes,Doctor,7,4,Low
465195,Male,Yes,53,Yes,Executive,1,3,High
462550,Female,No,23,No,Healthcare,2,6,Low
466896,Male,Yes,52,No,Artist,7,1,Low
463851,Female,Yes,45,Yes,Artist,4,4,Average
462452,Male,No,22,No,Healthcare,1,,Low
464399,Male,Yes,63,No,Entertainment,0,5,Average
462257,Female,Yes,81,Yes,Lawyer,,2,High
464782,Male,Yes,35,No,Marketing,0,3,Low
465624,Male,No,39,Yes,Artist,8,3,Low
462508,Male,Yes,37,Yes,Healthcare,0,7,Low
465085,Male,Yes,83,Yes,Lawyer,,2,High
462872,Female,Yes,47,No,Engineer,10,2,Low
467535,Male,Yes,65,Yes,Lawyer,1,2,High
465793,Male,No,25,No,Healthcare,1,5,Low
465892,Male,No,40,Yes,Artist,9,3,Low
463666,Male,No,27,Yes,Executive,0,6,Low
459015,Male,No,19,No,Healthcare,0,3,Low
459699,Female,,61,Yes,Engineer,9,3,Average
466189,Female,Yes,56,Yes,Artist,0,2,Average
466348,Male,No,53,Yes,Artist,1,2,Low
459461,Female,Yes,39,Yes,Artist,0,1,Low
460620,Male,Yes,55,Yes,Entertainment,0,4,Average
463318,Male,Yes,65,Yes,Lawyer,0,2,Low
462626,Female,No,26,Yes,Engineer,0,6,Low
467554,Female,No,28,Yes,Healthcare,1,3,Low
463502,Male,Yes,40,Yes,Executive,,4,High
466651,Male,No,40,No,Entertainment,5,1,Low
466885,Male,Yes,42,No,Executive,1,4,Average
467439,Male,Yes,37,Yes,Entertainment,1,4,Low
461749,Female,No,22,No,Healthcare,0,5,Low
467134,Female,Yes,33,No,Healthcare,0,5,Low
462753,Male,Yes,28,No,Executive,0,3,Average
462259,Male,Yes,51,Yes,Artist,,2,Low
463537,Female,No,32,Yes,Healthcare,1,3,Low
463217,Female,Yes,33,Yes,Healthcare,2,1,High
463689,Female,Yes,40,Yes,Doctor,1,,Low
466380,Male,Yes,36,Yes,Entertainment,5,2,Low
463101,Female,No,27,No,Homemaker,8,1,Low
466366,Male,No,18,No,Healthcare,0,3,Low
463864,Male,Yes,81,No,Executive,,2,High
465716,Female,No,59,Yes,Artist,0,2,Low
463014,Male,Yes,53,Yes,Executive,0,3,High
459808,Male,Yes,38,No,Doctor,,4,Average
462443,Male,No,20,No,Healthcare,1,2,Low
460453,Female,No,40,Yes,Doctor,7,1,Low
466485,Male,Yes,37,Yes,Executive,9,2,High
467445,Male,Yes,31,No,Doctor,8,2,Low
459448,Male,Yes,40,Yes,Executive,,3,High
463500,Male,Yes,35,Yes,Executive,0,4,High
461507,Male,Yes,35,Yes,Entertainment,0,2,Low
465918,Female,No,39,Yes,Artist,5,3,Low
467533,Male,Yes,79,Yes,Lawyer,2,1,Low
467029,Male,Yes,42,Yes,Artist,8,2,Average
465749,Male,Yes,42,No,Engineer,1,3,Average
460768,Female,No,32,No,Engineer,9,4,Low
460146,Female,Yes,52,Yes,Engineer,1,3,Average
464998,Male,Yes,59,Yes,Artist,1,2,High
467715,Male,Yes,51,Yes,Executive,4,3,High
462201,Female,No,32,Yes,Healthcare,0,1,Low
467454,Male,Yes,49,Yes,Artist,1,1,Low
460645,Female,No,40,No,Doctor,1,2,Low
465129,Female,No,61,Yes,Entertainment,3,1,Low
464264,Female,Yes,86,No,Lawyer,8,2,High
465913,Female,Yes,29,Yes,Artist,10,2,Low
461068,Male,No,46,No,Marketing,1,4,Low
466689,Male,No,28,Yes,Artist,8,3,Low
460071,Female,No,53,Yes,Engineer,1,1,Low
459817,Female,Yes,65,No,Marketing,,,Low
460477,Male,No,32,No,Entertainment,0,6,Low
467766,Female,No,31,No,Healthcare,6,3,Low
460008,Male,No,25,No,Doctor,9,4,Low
463775,Female,No,33,No,Engineer,,3,Low
461820,Female,Yes,38,Yes,Doctor,0,2,Average
459226,Female,Yes,43,Yes,Artist,0,2,Average
460961,Male,No,20,No,Healthcare,1,2,Low
463503,Male,Yes,33,Yes,Entertainment,1,2,Low
466365,Female,Yes,50,,Artist,0,3,Average
462632,Female,Yes,37,No,Engineer,,4,Average
460404,Male,Yes,38,Yes,Artist,5,7,Low
460492,Female,No,43,No,Marketing,10,,Low
461571,Male,No,27,No,Healthcare,1,4,Low
467624,Male,Yes,35,No,Entertainment,0,5,Average
463880,Female,Yes,36,No,Engineer,0,3,Low
462846,Female,No,20,No,Marketing,7,2,Low
459233,Female,Yes,53,Yes,Marketing,6,1,Low
464751,Male,Yes,36,No,Doctor,,1,Low
465939,Female,No,32,Yes,Engineer,0,2,Low
467118,Male,Yes,55,Yes,Entertainment,1,3,Average
463815,Male,Yes,37,Yes,Entertainment,0,2,Average
460871,Female,No,27,Yes,Healthcare,,,Low
459127,Male,No,43,Yes,Healthcare,1,7,Low
460675,Female,No,32,Yes,Engineer,,,Low
460165,Female,No,40,Yes,Entertainment,0,1,Low
461678,Female,Yes,87,No,Lawyer,1,1,Low
465096,Male,Yes,86,No,Lawyer,13,1,Low
464522,Female,No,42,Yes,Engineer,11,1,Low
460886,Male,No,37,Yes,Artist,0,1,Low
462302,Female,No,25,No,Doctor,,7,Low
462184,Male,No,19,No,Doctor,0,4,Low
462956,Male,Yes,42,No,Artist,7,5,Average
466422,Male,Yes,33,No,Doctor,0,4,Low
465324,Male,Yes,41,Yes,Artist,8,2,Low
460668,Female,No,27,Yes,Doctor,,2,Low
466275,Male,Yes,84,No,Lawyer,,,Low
467257,Male,No,22,No,Healthcare,10,4,Low
460254,Female,No,32,Yes,Artist,1,2,Low
463158,Male,Yes,83,Yes,Executive,0,3,High
467866,Male,Yes,50,Yes,Artist,1,3,Average
461685,Female,No,30,Yes,Healthcare,4,4,Low
467875,Female,No,23,No,Healthcare,,4,Low
460208,Male,No,27,No,Artist,9,8,Low
462151,Female,No,35,Yes,Artist,8,1,Low
462853,Male,No,23,No,Healthcare,1,2,Low
465239,Male,Yes,56,Yes,Artist,0,3,Average
461624,Female,Yes,41,Yes,Artist,1,,Average
467508,Female,No,25,No,Doctor,1,3,Low
467318,Male,Yes,41,Yes,Doctor,,2,Low
466867,Female,No,27,No,Homemaker,14,1,Low
467738,Male,Yes,43,Yes,Doctor,3,2,Average
465590,Male,Yes,40,Yes,Artist,1,5,Average
464980,Female,,60,No,Engineer,1,2,High
459805,Female,Yes,45,No,Artist,4,4,Average
465013,Female,Yes,82,No,Lawyer,0,2,High
459240,Female,No,28,Yes,Artist,1,1,Low
462344,Female,Yes,63,Yes,Artist,0,4,High
460388,Female,No,35,Yes,Artist,13,2,Low
464218,Female,Yes,89,No,Lawyer,1,2,High
466589,Male,No,20,No,Healthcare,,4,Low
467556,Female,No,40,Yes,Healthcare,,1,Low
459887,Male,Yes,46,No,Artist,3,2,Average
465955,Male,No,25,Yes,Marketing,8,3,Low
460033,Female,,46,Yes,Entertainment,6,3,Low
462928,Male,Yes,49,Yes,Artist,2,4,Average
460889,Female,Yes,47,Yes,Artist,1,2,Low
459669,Male,Yes,30,Yes,Artist,0,2,Average
467849,Female,Yes,40,Yes,Doctor,0,1,Low
466873,Male,Yes,39,Yes,Healthcare,7,5,Average
464837,Male,Yes,61,Yes,Artist,1,5,Average
462581,Female,No,28,No,Engineer,1,4,Low
466237,Male,No,18,No,Healthcare,0,3,Low
462707,Female,Yes,55,Yes,Artist,0,4,Average
467060,Male,No,39,No,Engineer,5,2,Low
464794,Female,Yes,47,No,Engineer,8,,Average
460281,Female,No,29,Yes,Doctor,10,5,Low
460164,Male,Yes,66,No,Engineer,1,2,Low
460431,Female,No,46,Yes,Engineer,1,1,Low
466901,Female,Yes,52,Yes,Artist,0,3,Average
463328,Female,No,23,No,Healthcare,0,4,Low
462246,Female,Yes,84,No,Lawyer,1,2,High
462371,Female,No,27,No,Healthcare,5,3,Low
462022,Female,Yes,37,Yes,Artist,1,3,Average
460662,Female,No,46,No,Homemaker,9,1,Low
464022,Female,No,22,No,Healthcare,0,3,Low
461819,Male,Yes,42,Yes,Artist,0,2,Average
465735,Female,Yes,35,Yes,Artist,1,2,Low
462804,Male,Yes,39,No,Executive,5,3,High
464138,Female,No,27,Yes,Healthcare,0,4,Low
464224,Male,Yes,65,No,Engineer,1,2,High
463289,Female,Yes,39,Yes,Artist,0,3,Average
463223,Female,No,22,No,Entertainment,,3,Low
462038,Male,No,31,Yes,Artist,4,4,Low
463341,Female,Yes,48,No,Engineer,1,6,Average
463185,Female,Yes,58,Yes,Artist,1,2,Average
459258,Female,Yes,74,Yes,Lawyer,1,,High
464379,Female,Yes,40,Yes,Engineer,12,3,Average
464521,Male,No,26,No,Doctor,2,4,Low
459575,Male,No,35,Yes,Artist,0,1,Low
467732,Female,No,43,Yes,Healthcare,8,1,Low
460003,Male,No,49,Yes,Doctor,5,1,Low
462226,Male,Yes,26,No,Artist,7,4,Low
461274,Female,Yes,74,Yes,Lawyer,,2,High
462992,Female,Yes,56,Yes,Engineer,,3,High
466675,Female,Yes,49,Yes,Artist,2,2,Average
461124,Male,No,19,No,Healthcare,1,8,Low
464638,Male,No,39,Yes,Artist,2,3,Low
462374,Male,Yes,37,Yes,Executive,0,4,High
463526,Male,No,41,Yes,Doctor,0,1,Low
462912,Female,No,26,Yes,Homemaker,8,2,Low
462604,Female,Yes,38,No,Doctor,1,3,Average
460708,Male,Yes,35,Yes,Artist,0,3,Low
467015,Male,Yes,49,Yes,Artist,0,2,Average
464745,Male,,60,No,Engineer,0,3,Average
467245,Female,No,38,No,Doctor,0,1,Low
464798,Male,Yes,52,,Entertainment,,5,Average
463619,Male,Yes,70,No,Executive,1,2,High
467246,Male,No,21,No,Doctor,9,3,Low
462969,Male,Yes,58,Yes,Artist,8,1,Low
460959,Female,No,28,No,Artist,5,5,Low
461911,Male,Yes,57,No,Executive,0,1,Low
459882,Male,Yes,37,Yes,Artist,1,2,Average
459632,Female,Yes,52,No,Marketing,1,3,High
462613,Female,Yes,35,No,Engineer,0,5,Average
466455,Female,Yes,30,Yes,Doctor,4,2,Low
462394,Male,Yes,35,Yes,Artist,0,2,Average
462010,Female,No,31,Yes,Artist,14,3,Low
461371,Male,Yes,37,Yes,Doctor,0,2,Average
462376,Male,Yes,71,Yes,Executive,0,2,High
459845,Male,Yes,66,Yes,Healthcare,0,1,Low
462658,Female,Yes,25,Yes,Homemaker,9,2,Average
462583,Male,No,26,Yes,Artist,0,4,Low
459858,Female,No,31,No,Healthcare,8,4,Low
459091,Male,Yes,67,Yes,Artist,0,6,Average
467135,Female,Yes,51,Yes,Artist,1,5,Average
460413,Female,No,39,Yes,Artist,7,1,Low
466206,Female,Yes,60,Yes,Artist,2,2,Average
463192,Female,Yes,46,No,Entertainment,4,,Average
467382,Male,Yes,36,Yes,Doctor,9,2,Average
466750,Female,No,18,,Healthcare,0,3,Low
463801,Female,No,30,No,Engineer,0,1,Low
467296,Female,Yes,69,Yes,Artist,,2,Average
460651,Male,No,32,No,Homemaker,8,,Low
460296,Female,Yes,60,Yes,Artist,1,2,Low
463524,Female,Yes,40,Yes,Artist,6,2,Average
461775,Female,Yes,83,No,Lawyer,0,2,High
465711,Male,Yes,51,Yes,Artist,0,,Average
462833,Male,Yes,33,No,Doctor,0,5,Average
465506,Male,Yes,43,Yes,Entertainment,1,4,Average
463366,Male,Yes,71,No,Lawyer,0,5,Low
464987,Male,Yes,50,Yes,Executive,1,5,High
459114,Male,Yes,57,Yes,Artist,1,2,Average
467928,Male,Yes,35,Yes,Artist,2,2,Average
462881,Female,Yes,66,Yes,Artist,0,3,High
466524,Female,Yes,46,Yes,Artist,0,1,Low
463191,Male,No,26,No,Healthcare,1,1,Low
460861,Male,No,21,No,Healthcare,1,3,Low
465610,Female,No,42,Yes,Artist,8,2,Low
460206,Female,Yes,40,Yes,Entertainment,1,2,Low
462876,Male,No,27,No,Doctor,0,4,Low
465333,Female,Yes,37,Yes,Artist,2,2,Low
463121,Female,Yes,70,,Lawyer,,,High
460379,Male,No,35,Yes,Artist,9,3,Low
462991,Male,No,28,Yes,Healthcare,0,1,Low
460307,Male,No,27,No,Entertainment,6,2,Low
464383,Female,Yes,81,Yes,Lawyer,1,1,Low
467931,Male,No,25,Yes,Doctor,0,2,Low
466594,Male,Yes,72,Yes,Executive,1,2,High
461200,Female,No,33,Yes,Doctor,0,5,Low
465600,Male,Yes,40,Yes,Engineer,7,2,Low
459688,Male,No,52,Yes,Artist,3,1,Low
463549,Male,No,23,No,Healthcare,0,4,Low
466696,Female,Yes,48,Yes,Artist,2,4,Average
462906,Female,No,31,No,Healthcare,0,4,Low
461527,Female,No,35,Yes,Artist,1,1,Low
461354,Female,No,63,No,Entertainment,0,1,Low
462483,Male,Yes,63,Yes,,1,2,Average
463938,Male,,28,Yes,Engineer,1,2,Low
461661,Female,Yes,37,Yes,Artist,7,2,Average
463532,Female,Yes,67,Yes,Artist,9,3,Low
465627,Female,No,37,Yes,Healthcare,1,1,Low
465242,Male,No,22,No,Healthcare,7,4,Low
465170,Female,Yes,46,Yes,Entertainment,4,3,Low
467359,Male,Yes,41,Yes,Artist,6,2,Average
460415,Female,No,59,Yes,Entertainment,1,2,Low
465984,Male,,23,No,Healthcare,8,5,High
459432,Male,Yes,84,Yes,Lawyer,0,3,Low
464241,Female,Yes,89,,Artist,1,2,High
467141,Male,Yes,50,Yes,Artist,1,3,Low
466933,Female,Yes,52,No,Engineer,0,,Low
465035,Female,Yes,74,Yes,Lawyer,12,2,High
461415,Male,No,48,Yes,Entertainment,0,3,Low
461957,Male,Yes,47,Yes,Entertainment,1,4,Average
465523,Female,Yes,45,Yes,Engineer,0,5,High
459631,Male,,53,Yes,Executive,,3,High
465279,Male,Yes,53,Yes,Healthcare,0,4,High
463782,Female,No,29,Yes,Artist,8,1,Low
463243,Male,No,19,No,Healthcare,0,3,Low
465489,Female,No,50,Yes,Engineer,1,5,Low
467100,Female,No,42,Yes,Artist,0,1,Low
460154,Male,No,29,Yes,Entertainment,8,4,Low
459753,Male,Yes,40,Yes,Marketing,,2,Average
464030,Male,No,18,No,Entertainment,1,4,Low
463220,Male,Yes,46,No,Engineer,0,3,Average
465237,Male,Yes,68,Yes,Lawyer,,2,High
467564,Male,Yes,72,Yes,Artist,0,2,Average
465113,Male,Yes,66,Yes,Lawyer,1,2,High
459516,Female,,63,Yes,Artist,,2,Average
465965,Female,Yes,41,No,Marketing,8,2,Low
460907,Male,Yes,82,No,Lawyer,1,3,High
467314,Male,Yes,43,No,Artist,0,2,Average
459951,Male,Yes,53,Yes,Artist,0,1,Low
467295,Male,No,29,No,Healthcare,0,3,Low
466212,Female,Yes,53,Yes,Artist,0,3,Average
463533,Female,Yes,87,Yes,Artist,1,2,High
467890,Male,Yes,62,Yes,Entertainment,0,4,Average
467541,Male,Yes,43,Yes,Artist,1,3,High
460183,Male,No,36,No,Entertainment,8,2,Low
463634,Female,No,30,Yes,Doctor,0,3,Low
463100,Female,No,37,No,Homemaker,8,1,Low
460550,Female,Yes,59,Yes,Artist,0,4,Average
465867,Female,Yes,35,Yes,Artist,8,5,High
462964,Male,Yes,39,No,Artist,7,3,Average
466685,Female,No,19,No,Healthcare,0,5,Low
460719,Female,Yes,75,Yes,Lawyer,1,,Low
463005,Female,Yes,40,Yes,Homemaker,10,2,Average
466377,Male,Yes,62,Yes,,8,2,Average
464796,Male,Yes,43,No,Marketing,3,4,High
460682,Male,Yes,43,No,Artist,6,2,Low
459744,Male,Yes,29,Yes,Artist,9,2,Average
460084,Female,No,27,Yes,Healthcare,1,2,Low
461119,Female,No,23,No,Healthcare,6,3,Low
463441,Male,Yes,42,Yes,Artist,8,4,High
466971,Male,No,65,Yes,Executive,9,3,Low
463208,Male,Yes,57,Yes,Executive,1,5,Average
467877,Female,Yes,46,Yes,Artist,0,2,Average
464471,Male,Yes,30,Yes,Doctor,0,3,Low
467360,Male,Yes,51,Yes,Artist,0,4,Average
461576,Male,Yes,39,Yes,Artist,10,2,Low
461966,Female,No,41,Yes,Artist,1,1,Low
463398,Male,No,29,No,Marketing,9,4,Low
466096,Male,Yes,76,Yes,Lawyer,0,2,Low
464433,Male,No,33,Yes,Artist,,,Low
461082,Male,No,23,No,Healthcare,8,4,Low
465942,Female,Yes,33,Yes,Marketing,8,2,High
464354,Female,No,43,Yes,Engineer,3,2,Low
464252,Male,Yes,35,Yes,Artist,1,4,Average
463463,Male,Yes,32,No,Doctor,0,2,Low
465592,Male,Yes,65,Yes,Entertainment,1,1,Low
462214,Male,Yes,49,No,Doctor,1,2,Low
466707,Female,Yes,48,Yes,Homemaker,1,4,Low
459956,Female,Yes,39,Yes,Healthcare,8,2,Average
460847,Male,No,27,Yes,Artist,1,3,Low
463222,Female,No,36,Yes,Healthcare,2,,Low
462816,Male,Yes,76,No,Entertainment,0,1,Low
461979,Male,Yes,35,Yes,Artist,9,2,Average
467170,Male,Yes,35,Yes,Artist,8,4,Low
462609,Female,Yes,48,No,Doctor,4,1,Low
466332,Male,No,23,No,Healthcare,0,3,Low
459594,Female,Yes,42,Yes,Artist,5,1,Low
464147,Male,Yes,41,Yes,Artist,0,3,High
463007,Male,Yes,29,No,Executive,,3,High
464119,Male,Yes,36,Yes,Artist,0,2,Average
463310,Male,Yes,60,Yes,Entertainment,0,2,Low
465706,Female,Yes,46,Yes,Artist,1,3,Average
459826,Female,No,31,No,,,1,Low
466174,Female,No,20,No,Healthcare,8,4,Low
463596,Female,No,31,No,Healthcare,0,4,Low
465455,Male,No,26,No,Doctor,0,2,Low
462867,Male,Yes,28,No,Artist,1,2,Low
459140,Female,No,18,No,Healthcare,7,6,Low
464295,Female,No,30,No,Healthcare,7,6,Low
460067,Female,No,39,Yes,Entertainment,11,1,Low
467222,Male,Yes,74,Yes,Entertainment,1,2,Average
461482,Female,No,52,Yes,Artist,9,1,Low
462514,Male,No,25,Yes,Healthcare,,2,Low
459796,Male,Yes,66,Yes,Artist,,3,Average
463722,Male,Yes,55,Yes,Executive,9,2,High
462278,Male,No,31,Yes,Healthcare,0,4,Low
463799,Female,No,41,Yes,Artist,0,4,Low
464259,Male,Yes,59,Yes,Artist,1,4,Average
467159,Female,Yes,39,Yes,Homemaker,8,2,High
460669,Male,,48,Yes,Executive,0,2,Low
462003,Male,Yes,79,No,Lawyer,9,3,Low
461216,Female,No,43,No,,,,Low
464298,Male,No,26,No,Doctor,1,1,Low
465039,Female,Yes,88,No,Lawyer,0,2,High
467973,Female,Yes,66,Yes,Engineer,0,3,Average
467731,Male,Yes,56,Yes,Artist,,4,Average
461721,Male,No,26,Yes,Entertainment,7,5,Low
463166,Female,No,41,Yes,Artist,1,1,Low
465944,Female,Yes,36,No,Engineer,4,3,High
461061,Female,No,38,Yes,Engineer,3,1,Low
463010,Male,Yes,81,No,Executive,0,1,Low
464756,Female,No,25,No,Engineer,5,3,Low
467366,Male,No,42,Yes,Artist,,1,Low
464006,Male,No,32,No,Healthcare,0,5,Low
461206,Male,No,28,Yes,Healthcare,9,1,Low
466216,Male,No,29,No,Entertainment,1,4,Low
463690,Female,No,28,No,Healthcare,7,4,Low
465929,Male,No,26,Yes,Healthcare,8,5,Low
461736,Male,Yes,47,Yes,Entertainment,1,4,Average
460402,Female,Yes,50,Yes,Doctor,1,2,Low
467367,Male,Yes,70,Yes,Lawyer,1,2,Low
464770,Female,No,38,No,Engineer,,1,Low
464918,Male,No,39,No,Artist,1,1,Low
461639,Male,Yes,60,Yes,Artist,0,2,Average
464254,Male,Yes,63,Yes,Entertainment,0,3,Average
462579,Female,Yes,68,No,Lawyer,1,2,Low
466976,Male,Yes,47,Yes,Artist,0,1,Low
467079,Male,Yes,40,Yes,Artist,1,2,Low
467724,Male,Yes,46,No,Artist,1,3,High
459792,Male,Yes,42,Yes,Artist,6,3,Low
464789,Female,Yes,48,Yes,Artist,0,5,Average
467143,Female,No,53,No,Lawyer,1,3,Low
464370,Male,Yes,65,Yes,Entertainment,0,2,Average
459415,Male,No,26,No,Doctor,0,4,Low
459387,Male,No,35,Yes,Doctor,0,1,Low
467895,Female,No,27,Yes,Healthcare,0,4,Low
459838,Female,Yes,86,No,Lawyer,0,2,High
463695,Female,No,30,Yes,Doctor,1,4,Low
464512,Male,Yes,43,No,Executive,8,3,Low
467419,Female,Yes,38,Yes,Artist,4,1,Low
462511,Female,Yes,66,Yes,Lawyer,1,2,High
464124,Female,Yes,74,Yes,Doctor,1,2,Low
459638,Male,No,25,Yes,Healthcare,,,Low
466194,Male,Yes,89,No,Lawyer,0,1,Low
461807,Male,No,30,Yes,Doctor,10,4,Low
460456,Male,Yes,33,No,Executive,0,5,High
462932,Female,Yes,37,Yes,Homemaker,3,3,High
461297,Male,Yes,69,No,Lawyer,0,2,High
464430,Female,Yes,51,Yes,Engineer,6,2,Average
459416,Male,No,19,No,Artist,10,3,Low
464743,Male,Yes,45,Yes,Entertainment,0,2,Average
466276,Female,No,32,No,Doctor,0,5,Low
467829,Female,No,22,No,Doctor,3,4,Low
463813,Female,No,26,No,Engineer,1,6,Low
461733,Female,Yes,43,Yes,Artist,0,3,High
466925,Male,No,19,No,Healthcare,7,2,Low
467846,Male,Yes,48,Yes,Artist,1,3,Average
459596,Female,Yes,61,Yes,Doctor,1,2,Average
460597,Female,No,20,No,Marketing,1,2,Low
467788,Male,No,22,No,Healthcare,0,4,Low
467966,Female,No,31,Yes,Entertainment,9,3,Low
464503,Male,No,25,Yes,Artist,9,3,Low
460242,Male,Yes,41,Yes,Healthcare,8,3,Low
467014,Male,Yes,36,Yes,Executive,9,3,High
